,hub,bins,imsize,bic,aic,covariances,means,n_components,nb_partitions,nk_debug,weights
1329,gas,48,160,-6938.896577223261,-7016.027270947494,"[[[0.00023189]]

 [[0.00347272]]

 [[0.0539597 ]]

 [[0.00293367]]

 [[0.00309976]]]","[[0.49556835]
 [0.49971292]
 [0.47642764]
 [0.48438841]
 [0.49178025]]",5.0,5.0,"[0.2432876712328767, 0.410958904109589, 0.1189041095890411, 0.09424657534246575, 0.1326027397260274]",[0.61581818 0.14293525 0.02415199 0.11085752 0.10623707]
1330,gas,48,165,-6936.7690456054725,-7013.899739329705,"[[[0.00023743]]

 [[0.05499177]]

 [[0.00357873]]

 [[0.0026806 ]]

 [[0.00310123]]]","[[0.49559691]
 [0.47494812]
 [0.4991167 ]
 [0.47492544]
 [0.49686234]]",5.0,5.0,"[0.2915068493150685, 0.0547945205479452, 0.4482191780821918, 0.03616438356164384, 0.16931506849315067]",[0.6218701  0.02350714 0.14862586 0.08381629 0.12218061]
1331,gas,48,170,-6961.125454685403,-7021.728142611586,"[[[0.00023284]]

 [[0.00329276]]

 [[0.00293711]]

 [[0.05287635]]]","[[0.49556537]
 [0.49835787]
 [0.48209385]
 [0.47713745]]",4.0,4.0,"[0.30098684210526316, 0.40021929824561403, 0.09429824561403509, 0.20449561403508773]",[0.61673387 0.23225422 0.12621022 0.02480169]
1332,gas,48,175,-6958.977872764963,-7019.580560691145,"[[[0.0002388 ]]

 [[0.00335414]]

 [[0.05288096]]

 [[0.00305068]]]","[[0.49555997]
 [0.49995481]
 [0.47720037]
 [0.48403659]]",4.0,4.0,"[0.2926027397260274, 0.3424657534246575, 0.24054794520547945, 0.12438356164383561]",[0.62283748 0.18922036 0.02474747 0.16319469]
1333,gas,48,180,-6961.147460481709,-7021.750148407891,"[[[0.00023278]]

 [[0.00333585]]

 [[0.05274162]]

 [[0.0031354 ]]]","[[0.49554681]
 [0.49748506]
 [0.47798318]
 [0.48971733]]",4.0,4.0,"[0.30246575342465754, 0.24986301369863015, 0.20438356164383562, 0.2432876712328767]",[0.61658553 0.13352016 0.02490165 0.22499266]
1334,gas,48,185,-6938.9474635575025,-7016.078157281735,"[[[0.0031783 ]]

 [[0.00023203]]

 [[0.00299502]]

 [[0.05221727]]

 [[0.00331096]]]","[[0.49194844]
 [0.4955587 ]
 [0.48453342]
 [0.47769239]
 [0.50064419]]",5.0,5.0,"[0.1178082191780822, 0.2745205479452055, 0.09808219178082192, 0.26465753424657534, 0.24493150684931506]",[0.10270865 0.6157199  0.12317644 0.025214   0.133181  ]
1335,gas,48,190,-6961.931888473225,-7022.534576399407,"[[[0.00023125]]

 [[0.04731818]]

 [[0.00316394]]

 [[0.00299208]]]","[[0.49555904]
 [0.47985485]
 [0.49980206]
 [0.48567813]]",4.0,4.0,"[0.2827397260273973, 0.4482191780821918, 0.1736986301369863, 0.09534246575342466]",[0.61388227 0.0286104  0.1755469  0.18196043]
1336,gas,48,195,-6964.877337813418,-7025.480025739601,"[[[0.00022307]]

 [[0.04539065]]

 [[0.00303003]]

 [[0.00281373]]]","[[0.49557315]
 [0.48021543]
 [0.50131158]
 [0.48173098]]",4.0,4.0,"[0.30684931506849317, 0.47835616438356166, 0.1632876712328767, 0.05150684931506849]",[0.60484545 0.03025193 0.20424031 0.1606623 ]
1337,gas,48,200,-6958.5391003464665,-7019.141788272649,"[[[0.00023964]]

 [[0.00325002]]

 [[0.05385368]]

 [[0.00332718]]]","[[0.49553605]
 [0.49105296]
 [0.4778365 ]
 [0.49364659]]",4.0,4.0,"[0.3271232876712329, 0.21424657534246574, 0.13095890410958905, 0.32767123287671235]",[0.62387868 0.14887117 0.0242008  0.20304935]
1338,gas,48,205,-6961.16442604431,-7021.767113970493,"[[[0.00023331]]

 [[0.04883141]]

 [[0.00306417]]

 [[0.00321772]]]","[[0.49555185]
 [0.47946882]
 [0.48742484]
 [0.49789686]]",4.0,4.0,"[0.2635616438356164, 0.42356164383561645, 0.12219178082191781, 0.19068493150684931]",[0.61633461 0.02746892 0.18035664 0.17583983]
1339,gas,48,210,-6937.219554558353,-7014.350248282585,"[[[0.00333848]]

 [[0.00023667]]

 [[0.00325642]]

 [[0.00300902]]

 [[0.05262619]]]","[[0.49780037]
 [0.49554858]
 [0.4932017 ]
 [0.48357073]
 [0.47789525]]",5.0,5.0,"[0.15625, 0.27850877192982454, 0.23081140350877194, 0.05701754385964912, 0.2774122807017544]",[0.09863979 0.6206031  0.18589474 0.06992639 0.02493598]
1340,gas,48,215,-6962.703919498437,-7023.30660742462,"[[[0.00319022]]

 [[0.00022888]]

 [[0.00311136]]

 [[0.0503984 ]]]","[[0.49467032]
 [0.49554524]
 [0.49048372]
 [0.47916984]]",4.0,4.0,"[0.21972602739726027, 0.29205479452054794, 0.16931506849315067, 0.3189041095890411]",[0.18492423 0.61203123 0.17660982 0.02643473]
1341,gas,48,220,-6962.104782394154,-7022.707470320337,"[[[0.00023073]]

 [[0.04863415]]

 [[0.00306527]]

 [[0.00318248]]]","[[0.49554924]
 [0.47971697]
 [0.48858665]
 [0.49587806]]",4.0,4.0,"[0.2580821917808219, 0.4432876712328767, 0.10904109589041096, 0.18958904109589042]",[0.61359662 0.02764194 0.16086306 0.19789839]
1342,gas,48,225,-6961.427585877224,-7022.030273803407,"[[[0.00023207]]

 [[0.00323387]]

 [[0.05218178]]

 [[0.00314821]]]","[[0.49554192]
 [0.49374888]
 [0.47849564]
 [0.49017446]]",4.0,4.0,"[0.31397260273972605, 0.3221917808219178, 0.2432876712328767, 0.12054794520547946]",[0.61574599 0.24401328 0.02526012 0.11498061]
1343,gas,48,230,-6938.934751944158,-7016.065445668391,"[[[0.04993757]]

 [[0.00023243]]

 [[0.00321323]]

 [[0.0030383 ]]

 [[0.00325588]]]","[[0.47877758]
 [0.4955569 ]
 [0.49714633]
 [0.48636083]
 [0.50114827]]",5.0,5.0,"[0.3610958904109589, 0.2652054794520548, 0.07013698630136986, 0.11616438356164384, 0.1873972602739726]",[0.02669446 0.61565469 0.06791352 0.18801794 0.10171939]
1344,gas,48,235,-6938.489905542464,-7015.620599266696,"[[[0.00315389]]

 [[0.00023334]]

 [[0.00325879]]

 [[0.05159247]]

 [[0.00325461]]]","[[0.49014088]
 [0.49554329]
 [0.49526003]
 [0.47865809]
 [0.49503508]]",5.0,5.0,"[0.19561643835616438, 0.2652054794520548, 0.1726027397260274, 0.31232876712328766, 0.054246575342465755]",[0.18432133 0.61693518 0.13176578 0.02561503 0.04136269]
1345,gas,48,240,-6990.042137908759,-7034.116820036892,"[[[0.00021554]]

 [[0.0029331 ]]

 [[0.04331609]]]","[[0.49555226]
 [0.49271974]
 [0.48180979]]",3.0,3.0,"[0.29698630136986304, 0.24, 0.46301369863013697]",[0.59610834 0.37166619 0.03222547]
1346,gas,48,245,-6916.238980643166,-7009.897680165448,"[[[0.00338861]]

 [[0.05303441]]

 [[0.00317954]]

 [[0.00023232]]

 [[0.0031346 ]]

 [[0.00307901]]]","[[0.49948917]
 [0.47775714]
 [0.49146935]
 [0.49554869]
 [0.4898296 ]
 [0.48798125]]",6.0,6.0,"[0.18027397260273972, 0.24493150684931506, 0.16164383561643836, 0.2536986301369863, 0.10410958904109589, 0.055342465753424656]",[0.09211787 0.02472574 0.1263364  0.61616547 0.08907677 0.05157775]
1347,gas,48,250,-6963.35477605813,-7023.957463984312,"[[[0.00022724]]

 [[0.00315977]]

 [[0.04949015]]

 [[0.00294231]]]","[[0.49555323]
 [0.49521674]
 [0.47923415]
 [0.4844228 ]]",4.0,4.0,"[0.30739726027397263, 0.23342465753424657, 0.4158904109589041, 0.04328767123287671]",[0.61011426 0.27639928 0.0270629  0.08642355]
1348,gas,48,255,-6961.864888880611,-7022.467576806794,"[[[0.00323136]]

 [[0.00023094]]

 [[0.05178797]]

 [[0.00315967]]]","[[0.49445593]
 [0.4955426 ]
 [0.47865647]
 [0.49114758]]",4.0,4.0,"[0.21205479452054796, 0.3013698630136986, 0.25589041095890414, 0.23068493150684932]",[0.15932385 0.61448852 0.02551563 0.20067199]
1349,gas,48,260,-6960.770065042305,-7021.3727529684875,"[[[0.00023415]]

 [[0.05116213]]

 [[0.00290184]]

 [[0.00325122]]]","[[0.49557087]
 [0.47767922]
 [0.48017823]
 [0.49949383]]",4.0,4.0,"[0.30904109589041096, 0.29534246575342465, 0.06136986301369863, 0.33424657534246577]",[0.61777832 0.02585513 0.12682182 0.22954473]
1350,gas,48,265,-6963.399145740316,-7024.001833666499,"[[[0.00022715]]

 [[0.04578322]]

 [[0.00291282]]

 [[0.003095  ]]]","[[0.49556267]
 [0.48041634]
 [0.48441003]
 [0.49880091]]",4.0,4.0,"[0.2958904109589041, 0.5035616438356164, 0.05698630136986301, 0.14356164383561643]",[0.60924421 0.02988476 0.15440049 0.20647054]
1351,gas,48,270,-6916.303666138526,-7009.962365660808,"[[[0.05280655]]

 [[0.00358022]]

 [[0.05315643]]

 [[0.0002322 ]]

 [[0.0032818 ]]

 [[0.00301979]]]","[[0.47986418]
 [0.50104751]
 [0.47651349]
 [0.49556232]
 [0.49964656]
 [0.48549629]]",6.0,6.0,"[0.04, 0.09698630136986301, 0.19068493150684931, 0.27342465753424655, 0.2608219178082192, 0.13808219178082193]",[0.00426761 0.02974327 0.02040114 0.61604741 0.14868687 0.1808537 ]
1352,gas,48,275,-6937.72504487431,-7014.855738598542,"[[[0.00312588]]

 [[0.00023512]]

 [[0.00292552]]

 [[0.00375545]]

 [[0.05472027]]]","[[0.49329985]
 [0.49556499]
 [0.48349824]
 [0.4992051 ]
 [0.4760812 ]]",5.0,5.0,"[0.23397260273972603, 0.3019178082191781, 0.06739726027397261, 0.3019178082191781, 0.09479452054794521]",[0.18233156 0.61914199 0.08088626 0.09396266 0.02367752]
1353,gas,48,280,-6959.931614274692,-7020.534302200875,"[[[0.05186105]]

 [[0.0002363 ]]

 [[0.00332981]]

 [[0.00317964]]]","[[0.47841026]
 [0.49554429]
 [0.49856743]
 [0.49005544]]",4.0,4.0,"[0.3715068493150685, 0.2684931506849315, 0.14465753424657535, 0.21534246575342467]",[0.02541458 0.62005021 0.10500555 0.24952966]
1354,gas,48,285,-6938.639894456314,-7015.770588180547,"[[[0.00312539]]

 [[0.00311333]]

 [[0.05141962]]

 [[0.000233  ]]

 [[0.00329069]]]","[[0.48910846]
 [0.48860089]
 [0.47844554]
 [0.49554931]
 [0.49937018]]",5.0,5.0,"[0.08821917808219178, 0.07726027397260274, 0.4010958904109589, 0.2673972602739726, 0.16602739726027396]",[0.12140003 0.10899967 0.02571855 0.61654925 0.12733251]
1355,gas,48,290,-6938.099264041407,-7015.2299577656395,"[[[0.00023425]]

 [[0.00337119]]

 [[0.00317315]]

 [[0.05252088]]

 [[0.00329802]]]","[[0.49554421]
 [0.49944401]
 [0.4903881 ]
 [0.4781732 ]
 [0.49619129]]",5.0,5.0,"[0.22465753424657534, 0.08876712328767124, 0.30684931506849317, 0.2684931506849315, 0.11123287671232877]",[0.61806703 0.04322582 0.24544647 0.02502633 0.06823436]
1356,gas,48,295,-6987.79921682067,-7031.873898948803,"[[[0.00022205]]

 [[0.00303137]]

 [[0.04607085]]]","[[0.49554967]
 [0.4926676 ]
 [0.48085044]]",3.0,3.0,"[0.28328767123287674, 0.27506849315068493, 0.44164383561643833]",[0.60381181 0.36647061 0.02971758]
1357,gas,50,5,-7035.256030693302,-7112.386724417534,"[[[4.03329452e-02]]

 [[4.16999608e-04]]

 [[4.61074086e-03]]

 [[1.49190218e-03]]

 [[5.37983529e-05]]]","[[0.4847979 ]
 [0.49705091]
 [0.48791917]
 [0.49516465]
 [0.49476002]]",5.0,5.0,"[0.2, 0.2, 0.2, 0.2, 0.2]",[0.03499117 0.13029394 0.11857661 0.39022026 0.32591801]
1358,gas,50,10,-6945.654238291735,-7105.424961006216,"[[[1.01535800e-03]]

 [[4.31440828e-03]]

 [[2.67625546e-04]]

 [[9.61085559e-04]]

 [[4.98733660e-02]]

 [[4.25853787e-04]]

 [[2.03921160e-03]]

 [[6.23973752e-03]]

 [[3.23134684e-05]]

 [[2.83039897e-04]]]","[[0.48954593]
 [0.47496617]
 [0.49724336]
 [0.49004716]
 [0.48055826]
 [0.49743136]
 [0.49589806]
 [0.495693  ]
 [0.49446342]
 [0.49737623]]",10.0,10.0,"[0.09972602739726028, 0.10027397260273972, 0.09972602739726028, 0.10027397260273972, 0.09972602739726028, 0.10027397260273972, 0.09972602739726028, 0.10027397260273972, 0.09972602739726028, 0.10027397260273972]","[0.04321505 0.04321976 0.08855149 0.04419577 0.02636341 0.07165771
 0.30644893 0.04745268 0.24192016 0.08697504]"
1359,gas,50,15,-6855.703013951862,-7081.585759858543,"[[[4.96470042e-04]]

 [[5.68916435e-02]]

 [[7.44742555e-04]]

 [[7.86610595e-04]]

 [[1.94088505e-03]]

 [[5.32220728e-04]]

 [[3.86948830e-03]]

 [[2.32349959e-02]]

 [[1.43987589e-04]]

 [[2.65468357e-03]]

 [[2.99325529e-04]]

 [[8.62652113e-04]]

 [[3.07635252e-05]]

 [[6.36822987e-03]]]","[[0.49787665]
 [0.44323653]
 [0.49418589]
 [0.49354135]
 [0.48208965]
 [0.49746038]
 [0.46763423]
 [0.56482583]
 [0.49587917]
 [0.49660537]
 [0.49796515]
 [0.49241134]
 [0.49444314]
 [0.48096667]]",14.0,14.0,"[0.0663013698630137, 0.1336986301369863, 0.06684931506849315, 0.0663013698630137, 0.06684931506849315, 0.06684931506849315, 0.0663013698630137, 0.06684931506849315, 0.06684931506849315, 0.0663013698630137, 0.06684931506849315, 0.06684931506849315, 0.0663013698630137, 0.06684931506849315]","[0.05582128 0.01769091 0.0434998  0.04142505 0.03045976 0.05424225
 0.0280057  0.01056752 0.08774815 0.27627304 0.07129868 0.03978759
 0.22108942 0.02209084]"
1360,gas,50,20,-6857.074189853183,-7049.900924163764,"[[[1.17404221e-03]]

 [[8.91288306e-05]]

 [[5.92359083e-02]]

 [[7.77981707e-03]]

 [[3.43545603e-03]]

 [[7.75548099e-05]]

 [[4.95230480e-02]]

 [[7.19737781e-05]]

 [[3.94608050e-03]]

 [[4.62777812e-03]]

 [[4.29228122e-03]]

 [[8.62442117e-05]]]","[[0.49579534]
 [0.49526117]
 [0.42289541]
 [0.52088947]
 [0.48656219]
 [0.49484455]
 [0.49027651]
 [0.49479285]
 [0.48795396]
 [0.49038558]
 [0.489149  ]
 [0.4949283 ]]",12.0,12.0,"[0.15013698630136987, 0.04986301369863014, 0.04986301369863014, 0.04986301369863014, 0.04986301369863014, 0.04986301369863014, 0.19945205479452055, 0.05041095890410959, 0.04986301369863014, 0.15013698630136987, 0.04986301369863014, 0.10082191780821918]","[0.38876394 0.14888972 0.00489926 0.0088653  0.02881256 0.06293211
 0.01962916 0.06554152 0.02932271 0.09072826 0.02982379 0.12179169]"
1361,gas,50,25,-6900.377869354287,-7093.204603664868,"[[[6.64228252e-03]]

 [[2.45084240e-05]]

 [[1.17875619e-03]]

 [[4.07393039e-03]]

 [[5.83725531e-02]]

 [[4.39189762e-03]]

 [[1.33884709e-04]]

 [[5.06743281e-03]]

 [[5.16069650e-03]]

 [[7.89933344e-04]]

 [[1.40915412e-04]]

 [[6.01127057e-03]]]","[[0.51599266]
 [0.49438675]
 [0.49574697]
 [0.47804905]
 [0.47245611]
 [0.47866494]
 [0.49588088]
 [0.48418622]
 [0.48621512]
 [0.49163874]
 [0.49598025]
 [0.51332084]]",12.0,12.0,"[0.08, 0.04, 0.16, 0.04, 0.2, 0.04, 0.08, 0.08, 0.04, 0.04, 0.08, 0.12]","[0.01399016 0.18027657 0.42150933 0.02764978 0.02096188 0.02736845
 0.09900028 0.04280621 0.02004049 0.02309662 0.09703306 0.02626718]"
1362,gas,50,30,-6912.160927786832,-7088.459656299363,"[[[1.03091085e-03]]

 [[5.06966240e-02]]

 [[1.89952181e-04]]

 [[4.21757397e-04]]

 [[3.76014520e-05]]

 [[4.23097688e-05]]

 [[4.90878965e-03]]

 [[5.44177675e-03]]

 [[2.07556944e-03]]

 [[4.92817890e-03]]

 [[9.51790924e-05]]]","[[0.49590841]
 [0.47834606]
 [0.49648279]
 [0.49568716]
 [0.49461838]
 [0.49469171]
 [0.4900853 ]
 [0.50591878]
 [0.48559133]
 [0.49038763]
 [0.49537643]]",11.0,11.0,"[0.19945205479452055, 0.23397260273972603, 0.033424657534246574, 0.0663013698630137, 0.033424657534246574, 0.0663013698630137, 0.20054794520547944, 0.033424657534246574, 0.0663013698630137, 0.033424657534246574, 0.033424657534246574]","[0.40834215 0.02542524 0.03029333 0.0405729  0.09197693 0.16561587
 0.12463149 0.01334708 0.03532594 0.02056679 0.04390227]"
1363,gas,50,35,-6929.754964253732,-7089.525686968213,"[[[4.52554485e-03]]

 [[3.68862358e-05]]

 [[4.51886065e-03]]

 [[1.67079772e-02]]

 [[5.18070002e-03]]

 [[5.48633675e-03]]

 [[2.87453173e-04]]

 [[1.19920158e-03]]

 [[5.64376550e-02]]

 [[6.74986140e-05]]]","[[0.48191042]
 [0.49456525]
 [0.48214176]
 [0.54523838]
 [0.49053435]
 [0.49814008]
 [0.49714359]
 [0.49528557]
 [0.47062423]
 [0.49494569]]",10.0,10.0,"[0.028493150684931506, 0.057534246575342465, 0.08547945205479453, 0.028493150684931506, 0.028493150684931506, 0.143013698630137, 0.08602739726027397, 0.20054794520547944, 0.22794520547945205, 0.11397260273972602]","[0.01833805 0.13842048 0.05370577 0.00314175 0.01577947 0.06698914
 0.07454939 0.4274275  0.02142976 0.1802187 ]"
1364,gas,50,40,-6990.939210076674,-7117.653921195055,"[[[3.16896551e-05]]

 [[2.61559574e-03]]

 [[1.76913659e-03]]

 [[6.27890694e-03]]

 [[6.83913020e-04]]

 [[5.19492173e-03]]

 [[4.82462576e-03]]

 [[5.65488361e-02]]]","[[0.49459747]
 [0.48803759]
 [0.48954188]
 [0.50819044]
 [0.49626171]
 [0.50077377]
 [0.48432245]
 [0.47314127]]",8.0,8.0,"[0.07506849315068494, 0.07452054794520548, 0.10027397260273972, 0.12493150684931507, 0.2756164383561644, 0.07452054794520548, 0.07561643835616438, 0.19945205479452055]","[0.26067438 0.04730032 0.05777435 0.02620647 0.45506301 0.0463974
 0.08481388 0.02177018]"
1365,gas,50,45,-6897.566148700975,-7007.752854021306,"[[[0.00338836]]

 [[0.00022325]]

 [[0.00341046]]

 [[0.04730828]]

 [[0.04904976]]

 [[0.00226628]]

 [[0.00341752]]]","[[0.49286091]
 [0.4956071 ]
 [0.49486695]
 [0.49638561]
 [0.33218273]
 [0.48684785]
 [0.49575652]]",7.0,7.0,"[0.08821917808219178, 0.26794520547945205, 0.06575342465753424, 0.2652054794520548, 0.021917808219178082, 0.08986301369863013, 0.2010958904109589]","[0.07343835 0.60443832 0.049928   0.02351578 0.0029504  0.09930477
 0.14642439]"
1366,gas,50,50,-6894.441609749794,-7004.628315070126,"[[[0.05248613]]

 [[0.00308965]]

 [[0.00302768]]

 [[0.00294177]]

 [[0.00369316]]

 [[0.00327883]]

 [[0.00023065]]]","[[0.47737946]
 [0.49027277]
 [0.48975091]
 [0.4889562 ]
 [0.50534894]
 [0.49364484]
 [0.49555957]]",7.0,7.0,"[0.2602739726027397, 0.09972602739726028, 0.09972602739726028, 0.020273972602739727, 0.12, 0.13972602739726028, 0.2602739726027397]","[0.02503451 0.09721955 0.10121163 0.02168363 0.03987235 0.10082138
 0.61415694]"
1367,gas,50,55,-6918.3903512957,-7012.049050817983,"[[[0.00253344]]

 [[0.00022787]]

 [[0.00354039]]

 [[0.04975621]]

 [[0.0030653 ]]

 [[0.00333985]]]","[[0.48941545]
 [0.49558927]
 [0.50317398]
 [0.4776401 ]
 [0.48922854]
 [0.484213  ]]",6.0,6.0,"[0.10849315068493151, 0.2915068493150685, 0.21808219178082192, 0.30904109589041096, 0.01808219178082192, 0.0547945205479452]",[0.13376341 0.60952943 0.11870817 0.02671098 0.02758048 0.08370753]
1368,gas,50,60,-6914.248960633028,-7007.907660155311,"[[[0.0002381 ]]

 [[0.05243539]]

 [[0.00353458]]

 [[0.00304208]]

 [[0.00319068]]

 [[0.0033273 ]]]","[[0.49555764]
 [0.47743181]
 [0.50371525]
 [0.4885013 ]
 [0.48946486]
 [0.49280639]]",6.0,6.0,"[0.3013698630136986, 0.2663013698630137, 0.16767123287671232, 0.09917808219178083, 0.08273972602739726, 0.08273972602739726]",[0.62189495 0.02500917 0.07055869 0.12637879 0.09033652 0.0658219 ]
1369,gas,50,65,-6915.106648953132,-7008.765348475415,"[[[0.00306629]]

 [[0.00023546]]

 [[0.00315525]]

 [[0.00341204]]

 [[0.05329662]]

 [[0.00294426]]]","[[0.48687441]
 [0.49555643]
 [0.48966148]
 [0.49988464]
 [0.47722267]
 [0.4837874 ]]",6.0,6.0,"[0.046027397260273974, 0.27835616438356164, 0.19945205479452055, 0.27616438356164386, 0.16931506849315067, 0.030684931506849315]",[0.03989988 0.61944795 0.15013885 0.13262411 0.02452959 0.03335961]
1370,gas,50,70,-6921.285860515503,-7014.944560037786,"[[[0.06945623]]

 [[0.00282938]]

 [[0.00021867]]

 [[0.01323952]]

 [[0.0026917 ]]

 [[0.00284266]]]","[[0.44691058]
 [0.49677688]
 [0.49558927]
 [0.50989168]
 [0.48064907]
 [0.49133916]]",6.0,6.0,"[0.014246575342465753, 0.2136986301369863, 0.3156164383561644, 0.2854794520547945, 0.028493150684931506, 0.14246575342465753]",[0.0146921  0.15661024 0.59924921 0.03161017 0.0575006  0.14033768]
1371,gas,50,75,-6916.301267454622,-7009.959966976904,"[[[0.00279132]]

 [[0.00336866]]

 [[0.00319883]]

 [[0.05167394]]

 [[0.00330698]]

 [[0.00023257]]]","[[0.48448587]
 [0.50077977]
 [0.49008155]
 [0.47770792]
 [0.49545085]
 [0.49556596]]",6.0,6.0,"[0.0536986301369863, 0.1326027397260274, 0.10575342465753425, 0.2936986301369863, 0.1463013698630137, 0.26794520547945205]",[0.07922539 0.07380266 0.09995772 0.02553069 0.10543613 0.61604741]
1372,gas,50,80,-6961.21347380776,-7021.816161733943,"[[[0.0002331 ]]

 [[0.00323214]]

 [[0.04977692]]

 [[0.00305406]]]","[[0.49555178]
 [0.49718389]
 [0.47906962]
 [0.48673031]]",4.0,4.0,"[0.30082191780821915, 0.24986301369863015, 0.32438356164383564, 0.12493150684931507]",[0.61632151 0.2003936  0.02680585 0.15647904]
1373,gas,50,85,-6917.325672112824,-7010.984371635106,"[[[0.05098193]]

 [[0.00308147]]

 [[0.00327256]]

 [[0.00298763]]

 [[0.00300584]]

 [[0.00022976]]]","[[0.47843355]
 [0.48892647]
 [0.49991623]
 [0.48586922]
 [0.48641665]
 [0.49555501]]",6.0,6.0,"[0.2949561403508772, 0.17598684210526316, 0.2225877192982456, 0.01206140350877193, 0.0356359649122807, 0.25877192982456143]",[0.02602362 0.17077589 0.13516058 0.01438415 0.04059182 0.61306395]
1374,gas,50,90,-6915.945386494313,-7009.604086016596,"[[[0.0030467 ]]

 [[0.0532469 ]]

 [[0.05453296]]

 [[0.00023314]]

 [[0.00313713]]

 [[0.00340491]]]","[[0.48672492]
 [0.47809657]
 [0.46144854]
 [0.49555938]
 [0.48989091]
 [0.50115347]]",6.0,6.0,"[0.143013698630137, 0.17753424657534247, 0.010958904109589041, 0.26958904109589044, 0.11068493150684931, 0.2882191780821918]",[0.14070044 0.02303261 0.00148644 0.61705884 0.09098731 0.12673436]
1375,gas,50,95,-6937.84109533733,-7014.971789061563,"[[[0.00023516]]

 [[0.00329029]]

 [[0.00304917]]

 [[0.05170457]]

 [[0.00328678]]]","[[0.49555297]
 [0.4974972 ]
 [0.48535507]
 [0.47813019]
 [0.49719874]]",5.0,5.0,"[0.273972602739726, 0.17753424657534247, 0.12657534246575342, 0.28493150684931506, 0.136986301369863]",[0.61886023 0.11974403 0.14124144 0.02551366 0.09464064]
1376,gas,50,100,-6937.66799651983,-7014.7986902440625,"[[[0.00340821]]

 [[0.0030295 ]]

 [[0.00319611]]

 [[0.05368287]]

 [[0.00023526]]]","[[0.4992241 ]
 [0.48542206]
 [0.49153336]
 [0.47710313]
 [0.49555546]]",5.0,5.0,"[0.30027397260273975, 0.12876712328767123, 0.16767123287671232, 0.14082191780821918, 0.26246575342465756]",[0.13718952 0.10996313 0.10921091 0.02430841 0.61932804]
1377,gas,50,105,-6959.0706051336865,-7019.673293059869,"[[[0.00023842]]

 [[0.00333911]]

 [[0.05319738]]

 [[0.00306944]]]","[[0.49554841]
 [0.49602881]
 [0.47759731]
 [0.48529834]]",4.0,4.0,"[0.31140350877192985, 0.36348684210526316, 0.22039473684210525, 0.10471491228070176]",[0.62250411 0.23921312 0.0245773  0.11370546]
1378,gas,50,110,-6958.874359222349,-7019.477047148532,"[[[0.00023875]]

 [[0.00331876]]

 [[0.00322954]]

 [[0.05372436]]]","[[0.49553699]
 [0.49369583]
 [0.49069645]
 [0.47787756]]",4.0,4.0,"[0.3271232876712329, 0.33643835616438356, 0.18246575342465754, 0.15397260273972602]",[0.62294836 0.21873503 0.13403447 0.02428214]
1379,gas,50,115,-6961.123026981364,-7021.725714907547,"[[[0.00023313]]

 [[0.00326203]]

 [[0.05146394]]

 [[0.0029897 ]]]","[[0.49555706]
 [0.49735638]
 [0.47811116]
 [0.48383999]]",4.0,4.0,"[0.3134246575342466, 0.32164383561643833, 0.269041095890411, 0.0958904109589041]",[0.6167204  0.23213549 0.02568184 0.12546228]
1380,gas,50,120,-6940.037876741445,-7017.1685704656775,"[[[0.00022933]]

 [[0.00322953]]

 [[0.05021662]]

 [[0.0030471 ]]

 [[0.00319467]]]","[[0.49555204]
 [0.49862675]
 [0.47892385]
 [0.48760911]
 [0.49590007]]",5.0,5.0,"[0.3265753424657534, 0.14027397260273972, 0.32438356164383564, 0.12438356164383561, 0.08438356164383562]",[0.61246971 0.10144832 0.02654236 0.17564735 0.08389226]
1381,gas,50,125,-6938.27464707184,-7015.405340796073,"[[[0.00023422]]

 [[0.05023623]]

 [[0.00327568]]

 [[0.0029878 ]]

 [[0.00304708]]]","[[0.49555928]
 [0.47851504]
 [0.49990371]
 [0.48549652]
 [0.48603251]]",5.0,5.0,"[0.28, 0.3441095890410959, 0.25589041095890414, 0.024657534246575342, 0.09534246575342466]",[0.6175754  0.02647019 0.17036043 0.04378913 0.14180485]
1382,gas,50,130,-6937.108151895641,-7014.238845619873,"[[[0.00305534]]

 [[0.00023668]]

 [[0.003311  ]]

 [[0.05382818]]

 [[0.00333223]]]","[[0.48589063]
 [0.49554557]
 [0.4944046 ]
 [0.47749913]
 [0.49505508]]",5.0,5.0,"[0.12273972602739726, 0.26301369863013696, 0.16876712328767124, 0.1073972602739726, 0.33808219178082194]",[0.0893744  0.62085058 0.08995833 0.02422906 0.17558763]
1383,gas,50,135,-6938.56829859857,-7015.698992322803,"[[[0.00023291]]

 [[0.00338839]]

 [[0.00308831]]

 [[0.05327478]]

 [[0.0029695 ]]]","[[0.49556672]
 [0.50102404]
 [0.48837907]
 [0.47680968]
 [0.48455836]]",5.0,5.0,"[0.29041095890410956, 0.3802739726027397, 0.08767123287671233, 0.1841095890410959, 0.057534246575342465]",[0.61680688 0.15231312 0.10222166 0.02455092 0.10410741]
1384,gas,50,140,-6937.316105375116,-7014.446799099349,"[[[0.00023612]]

 [[0.00346799]]

 [[0.00307568]]

 [[0.00315003]]

 [[0.0542149 ]]]","[[0.49555288]
 [0.4982766 ]
 [0.48751441]
 [0.49041127]
 [0.47693756]]",5.0,5.0,"[0.27287671232876715, 0.33534246575342463, 0.1495890410958904, 0.1495890410958904, 0.0926027397260274]",[0.62028422 0.14087562 0.11343987 0.10140601 0.02399428]
